userId	geneSymbol	geneName	entrezgene	gLink
C12orf60	C12orf60	chromosome 12 open reading frame 60	144608	https://www.ncbi.nlm.nih.gov/gene/?term=144608
IGFBP7	IGFBP7	insulin like growth factor binding protein 7	3490	https://www.ncbi.nlm.nih.gov/gene/?term=3490
RGS1	RGS1	regulator of G protein signaling 1	5996	https://www.ncbi.nlm.nih.gov/gene/?term=5996
MZF1	MZF1	myeloid zinc finger 1	7593	https://www.ncbi.nlm.nih.gov/gene/?term=7593
AHSA2P	AHSA2P	activator of HSP90 ATPase homolog 2, pseudogene	130872	https://www.ncbi.nlm.nih.gov/gene/?term=130872
AGO4	AGO4	argonaute RISC catalytic component 4	192670	https://www.ncbi.nlm.nih.gov/gene/?term=192670
LRRC45	LRRC45	leucine rich repeat containing 45	201255	https://www.ncbi.nlm.nih.gov/gene/?term=201255
CLCN2	CLCN2	chloride voltage-gated channel 2	1181	https://www.ncbi.nlm.nih.gov/gene/?term=1181
ZIC2	ZIC2	Zic family member 2	7546	https://www.ncbi.nlm.nih.gov/gene/?term=7546
MOB3C	MOB3C	MOB kinase activator 3C	148932	https://www.ncbi.nlm.nih.gov/gene/?term=148932
TBC1D9B	TBC1D9B	TBC1 domain family member 9B	23061	https://www.ncbi.nlm.nih.gov/gene/?term=23061
SNHG18	SNHG18	small nucleolar RNA host gene 18	100505806	https://www.ncbi.nlm.nih.gov/gene/?term=100505806
RAI14	RAI14	retinoic acid induced 14	26064	https://www.ncbi.nlm.nih.gov/gene/?term=26064
MAMDC4	MAMDC4	MAM domain containing 4	158056	https://www.ncbi.nlm.nih.gov/gene/?term=158056
SNHG3	SNHG3	small nucleolar RNA host gene 3	8420	https://www.ncbi.nlm.nih.gov/gene/?term=8420
SERTAD1	SERTAD1	SERTA domain containing 1	29950	https://www.ncbi.nlm.nih.gov/gene/?term=29950
ZSWIM1	ZSWIM1	zinc finger SWIM-type containing 1	90204	https://www.ncbi.nlm.nih.gov/gene/?term=90204
SDS	SDS	serine dehydratase	10993	https://www.ncbi.nlm.nih.gov/gene/?term=10993
SEMA4G	SEMA4G	semaphorin 4G	57715	https://www.ncbi.nlm.nih.gov/gene/?term=57715
ZNF462	ZNF462	zinc finger protein 462	58499	https://www.ncbi.nlm.nih.gov/gene/?term=58499
S100A13	S100A13	S100 calcium binding protein A13	6284	https://www.ncbi.nlm.nih.gov/gene/?term=6284
PROB1	PROB1	proline rich basic protein 1	389333	https://www.ncbi.nlm.nih.gov/gene/?term=389333
IFI27	IFI27	interferon alpha inducible protein 27	3429	https://www.ncbi.nlm.nih.gov/gene/?term=3429
SLC12A9	SLC12A9	solute carrier family 12 member 9	56996	https://www.ncbi.nlm.nih.gov/gene/?term=56996
MYORG	MYORG	myogenesis regulating glycosidase (putative)	57462	https://www.ncbi.nlm.nih.gov/gene/?term=57462
RNF135	RNF135	ring finger protein 135	84282	https://www.ncbi.nlm.nih.gov/gene/?term=84282
CTPS2	CTPS2	CTP synthase 2	56474	https://www.ncbi.nlm.nih.gov/gene/?term=56474
CIB1	CIB1	calcium and integrin binding 1	10519	https://www.ncbi.nlm.nih.gov/gene/?term=10519
GSDMB	GSDMB	gasdermin B	55876	https://www.ncbi.nlm.nih.gov/gene/?term=55876
FAT2	FAT2	FAT atypical cadherin 2	2196	https://www.ncbi.nlm.nih.gov/gene/?term=2196
MRPS31P5	MRPS31P5	mitochondrial ribosomal protein S31 pseudogene 5	100887750	https://www.ncbi.nlm.nih.gov/gene/?term=100887750
ZRSR2P1	ZRSR2P1	ZRSR2 pseudogene 1	7310	https://www.ncbi.nlm.nih.gov/gene/?term=7310
ZC3H13	ZC3H13	zinc finger CCCH-type containing 13	23091	https://www.ncbi.nlm.nih.gov/gene/?term=23091
ACIN1	ACIN1	apoptotic chromatin condensation inducer 1	22985	https://www.ncbi.nlm.nih.gov/gene/?term=22985
TARSL2	TARSL2	threonyl-tRNA synthetase like 2	123283	https://www.ncbi.nlm.nih.gov/gene/?term=123283
APOBR	APOBR	apolipoprotein B receptor	55911	https://www.ncbi.nlm.nih.gov/gene/?term=55911
RIN3	RIN3	Ras and Rab interactor 3	79890	https://www.ncbi.nlm.nih.gov/gene/?term=79890
RABEP1	RABEP1	rabaptin, RAB GTPase binding effector protein 1	9135	https://www.ncbi.nlm.nih.gov/gene/?term=9135
FNBP4	FNBP4	formin binding protein 4	23360	https://www.ncbi.nlm.nih.gov/gene/?term=23360
GABRA6	GABRA6	gamma-aminobutyric acid type A receptor alpha6 subunit	2559	https://www.ncbi.nlm.nih.gov/gene/?term=2559
PTGR2	PTGR2	prostaglandin reductase 2	145482	https://www.ncbi.nlm.nih.gov/gene/?term=145482
PARVG	PARVG	parvin gamma	64098	https://www.ncbi.nlm.nih.gov/gene/?term=64098
SDAD1P1	SDAD1P1	SDA1 domain containing 1 pseudogene 1	157489	https://www.ncbi.nlm.nih.gov/gene/?term=157489
DNAJC15	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15	29103	https://www.ncbi.nlm.nih.gov/gene/?term=29103
MSS51	MSS51	MSS51 mitochondrial translational activator	118490	https://www.ncbi.nlm.nih.gov/gene/?term=118490
EPB41L5	EPB41L5	erythrocyte membrane protein band 4.1 like 5	57669	https://www.ncbi.nlm.nih.gov/gene/?term=57669
NAT9	NAT9	N-acetyltransferase 9 (putative)	26151	https://www.ncbi.nlm.nih.gov/gene/?term=26151
DUSP18	DUSP18	dual specificity phosphatase 18	150290	https://www.ncbi.nlm.nih.gov/gene/?term=150290
ILVBL	ILVBL	ilvB acetolactate synthase like	10994	https://www.ncbi.nlm.nih.gov/gene/?term=10994
SUZ12P1	SUZ12P1	SUZ12 pseudogene 1	440423	https://www.ncbi.nlm.nih.gov/gene/?term=440423
CEP95	CEP95	centrosomal protein 95	90799	https://www.ncbi.nlm.nih.gov/gene/?term=90799
LRRC37BP1	LRRC37BP1	leucine rich repeat containing 37B pseudogene 1	147172	https://www.ncbi.nlm.nih.gov/gene/?term=147172
SLC38A6	SLC38A6	solute carrier family 38 member 6	145389	https://www.ncbi.nlm.nih.gov/gene/?term=145389
KCNQ1OT1	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1	10984	https://www.ncbi.nlm.nih.gov/gene/?term=10984
H6PD	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	9563	https://www.ncbi.nlm.nih.gov/gene/?term=9563
STK10	STK10	serine/threonine kinase 10	6793	https://www.ncbi.nlm.nih.gov/gene/?term=6793
ELMO3	ELMO3	engulfment and cell motility 3	79767	https://www.ncbi.nlm.nih.gov/gene/?term=79767
CYB561D1	CYB561D1	cytochrome b561 family member D1	284613	https://www.ncbi.nlm.nih.gov/gene/?term=284613
KLHL17	KLHL17	kelch like family member 17	339451	https://www.ncbi.nlm.nih.gov/gene/?term=339451
CAVIN4	CAVIN4	caveolae associated protein 4	347273	https://www.ncbi.nlm.nih.gov/gene/?term=347273
SLC25A29	SLC25A29	solute carrier family 25 member 29	123096	https://www.ncbi.nlm.nih.gov/gene/?term=123096
ANKRD12	ANKRD12	ankyrin repeat domain 12	23253	https://www.ncbi.nlm.nih.gov/gene/?term=23253
TEFM	TEFM	transcription elongation factor, mitochondrial	79736	https://www.ncbi.nlm.nih.gov/gene/?term=79736
PUS1	PUS1	pseudouridine synthase 1	80324	https://www.ncbi.nlm.nih.gov/gene/?term=80324
VWA3B	VWA3B	von Willebrand factor A domain containing 3B	200403	https://www.ncbi.nlm.nih.gov/gene/?term=200403
S100PBP	S100PBP	S100P binding protein	64766	https://www.ncbi.nlm.nih.gov/gene/?term=64766
SOS2	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2	6655	https://www.ncbi.nlm.nih.gov/gene/?term=6655
VASH1	VASH1	vasohibin 1	22846	https://www.ncbi.nlm.nih.gov/gene/?term=22846
ZMYM2	ZMYM2	zinc finger MYM-type containing 2	7750	https://www.ncbi.nlm.nih.gov/gene/?term=7750
FAM114A1	FAM114A1	family with sequence similarity 114 member A1	92689	https://www.ncbi.nlm.nih.gov/gene/?term=92689
BPTF	BPTF	bromodomain PHD finger transcription factor	2186	https://www.ncbi.nlm.nih.gov/gene/?term=2186
ZNF343	ZNF343	zinc finger protein 343	79175	https://www.ncbi.nlm.nih.gov/gene/?term=79175
ZCCHC4	ZCCHC4	zinc finger CCHC-type containing 4	29063	https://www.ncbi.nlm.nih.gov/gene/?term=29063
ELAVL3	ELAVL3	ELAV like RNA binding protein 3	1995	https://www.ncbi.nlm.nih.gov/gene/?term=1995
RBM39	RBM39	RNA binding motif protein 39	9584	https://www.ncbi.nlm.nih.gov/gene/?term=9584
NHSL1	NHSL1	NHS like 1	57224	https://www.ncbi.nlm.nih.gov/gene/?term=57224
IDH2	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	3418	https://www.ncbi.nlm.nih.gov/gene/?term=3418
MARK3	MARK3	microtubule affinity regulating kinase 3	4140	https://www.ncbi.nlm.nih.gov/gene/?term=4140
UCP3	UCP3	uncoupling protein 3	7352	https://www.ncbi.nlm.nih.gov/gene/?term=7352
SLC50A1	SLC50A1	solute carrier family 50 member 1	55974	https://www.ncbi.nlm.nih.gov/gene/?term=55974
CHD1	CHD1	chromodomain helicase DNA binding protein 1	1105	https://www.ncbi.nlm.nih.gov/gene/?term=1105
SLC49A3	SLC49A3	solute carrier family 49 member 3	84179	https://www.ncbi.nlm.nih.gov/gene/?term=84179
TLR9	TLR9	toll like receptor 9	54106	https://www.ncbi.nlm.nih.gov/gene/?term=54106
SPACA9	SPACA9	sperm acrosome associated 9	11092	https://www.ncbi.nlm.nih.gov/gene/?term=11092
HLA-E	HLA-E	major histocompatibility complex, class I, E	3133	https://www.ncbi.nlm.nih.gov/gene/?term=3133
ZNF767P	ZNF767P	zinc finger family member 767, pseudogene	79970	https://www.ncbi.nlm.nih.gov/gene/?term=79970
TMEM91	TMEM91	transmembrane protein 91	641649	https://www.ncbi.nlm.nih.gov/gene/?term=641649
RSRP1	RSRP1	arginine and serine rich protein 1	57035	https://www.ncbi.nlm.nih.gov/gene/?term=57035
ZNF621	ZNF621	zinc finger protein 621	285268	https://www.ncbi.nlm.nih.gov/gene/?term=285268
DPT	DPT	dermatopontin	1805	https://www.ncbi.nlm.nih.gov/gene/?term=1805
HRC	HRC	histidine rich calcium binding protein	3270	https://www.ncbi.nlm.nih.gov/gene/?term=3270
POPDC2	POPDC2	popeye domain containing 2	64091	https://www.ncbi.nlm.nih.gov/gene/?term=64091
ST6GALNAC1	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	55808	https://www.ncbi.nlm.nih.gov/gene/?term=55808
CNPPD1	CNPPD1	cyclin Pas1/PHO80 domain containing 1	27013	https://www.ncbi.nlm.nih.gov/gene/?term=27013
INPP5D	INPP5D	inositol polyphosphate-5-phosphatase D	3635	https://www.ncbi.nlm.nih.gov/gene/?term=3635
VPS52	VPS52	VPS52, GARP complex subunit	6293	https://www.ncbi.nlm.nih.gov/gene/?term=6293
LCA5L	LCA5L	LCA5L, lebercilin like	150082	https://www.ncbi.nlm.nih.gov/gene/?term=150082
PAQR7	PAQR7	progestin and adipoQ receptor family member 7	164091	https://www.ncbi.nlm.nih.gov/gene/?term=164091
IGIP	IGIP	IgA inducing protein	492311	https://www.ncbi.nlm.nih.gov/gene/?term=492311
DGLUCY	DGLUCY	D-glutamate cyclase	80017	https://www.ncbi.nlm.nih.gov/gene/?term=80017
MGRN1	MGRN1	mahogunin ring finger 1	23295	https://www.ncbi.nlm.nih.gov/gene/?term=23295
LINC00639	LINC00639	long intergenic non-protein coding RNA 639	283547	https://www.ncbi.nlm.nih.gov/gene/?term=283547
CUZD1	CUZD1	CUB and zona pellucida like domains 1	50624	https://www.ncbi.nlm.nih.gov/gene/?term=50624
SETD9	SETD9	SET domain containing 9	133383	https://www.ncbi.nlm.nih.gov/gene/?term=133383
NUTM2B-AS1	NUTM2B-AS1	NUTM2B antisense RNA 1	101060691	https://www.ncbi.nlm.nih.gov/gene/?term=101060691
RICTOR	RICTOR	RPTOR independent companion of MTOR complex 2	253260	https://www.ncbi.nlm.nih.gov/gene/?term=253260
TREX1	TREX1	three prime repair exonuclease 1	11277	https://www.ncbi.nlm.nih.gov/gene/?term=11277
ESF1	ESF1	ESF1 nucleolar pre-rRNA processing protein homolog	51575	https://www.ncbi.nlm.nih.gov/gene/?term=51575
TLCD1	TLCD1	TLC domain containing 1	116238	https://www.ncbi.nlm.nih.gov/gene/?term=116238
ZNF687	ZNF687	zinc finger protein 687	57592	https://www.ncbi.nlm.nih.gov/gene/?term=57592
GHRLOS	GHRLOS	ghrelin opposite strand/antisense RNA	100126793	https://www.ncbi.nlm.nih.gov/gene/?term=100126793
ZFP37	ZFP37	ZFP37 zinc finger protein	7539	https://www.ncbi.nlm.nih.gov/gene/?term=7539
PI4K2B	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	55300	https://www.ncbi.nlm.nih.gov/gene/?term=55300
TOP3A	TOP3A	DNA topoisomerase III alpha	7156	https://www.ncbi.nlm.nih.gov/gene/?term=7156
ZNF254	ZNF254	zinc finger protein 254	9534	https://www.ncbi.nlm.nih.gov/gene/?term=9534
PLEKHG4	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4	25894	https://www.ncbi.nlm.nih.gov/gene/?term=25894
VSX1	VSX1	visual system homeobox 1	30813	https://www.ncbi.nlm.nih.gov/gene/?term=30813
DNAJB5	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5	25822	https://www.ncbi.nlm.nih.gov/gene/?term=25822
DEPDC1B	DEPDC1B	DEP domain containing 1B	55789	https://www.ncbi.nlm.nih.gov/gene/?term=55789
ROBO4	ROBO4	roundabout guidance receptor 4	54538	https://www.ncbi.nlm.nih.gov/gene/?term=54538
ZNF141	ZNF141	zinc finger protein 141	7700	https://www.ncbi.nlm.nih.gov/gene/?term=7700
GTF2IRD2B	GTF2IRD2B	GTF2I repeat domain containing 2B	389524	https://www.ncbi.nlm.nih.gov/gene/?term=389524
ZNF532	ZNF532	zinc finger protein 532	55205	https://www.ncbi.nlm.nih.gov/gene/?term=55205
SMURF2	SMURF2	SMAD specific E3 ubiquitin protein ligase 2	64750	https://www.ncbi.nlm.nih.gov/gene/?term=64750
SLTM	SLTM	SAFB like transcription modulator	79811	https://www.ncbi.nlm.nih.gov/gene/?term=79811
THOC2	THOC2	THO complex 2	57187	https://www.ncbi.nlm.nih.gov/gene/?term=57187
ZNF606	ZNF606	zinc finger protein 606	80095	https://www.ncbi.nlm.nih.gov/gene/?term=80095
DENND4A	DENND4A	DENN domain containing 4A	10260	https://www.ncbi.nlm.nih.gov/gene/?term=10260
PCIF1	PCIF1	PDX1 C-terminal inhibiting factor 1	63935	https://www.ncbi.nlm.nih.gov/gene/?term=63935
OSGEPL1	OSGEPL1	O-sialoglycoprotein endopeptidase like 1	64172	https://www.ncbi.nlm.nih.gov/gene/?term=64172
RN7SKP23	RN7SKP23	RNA, 7SK small nuclear pseudogene 23	106479105	https://www.ncbi.nlm.nih.gov/gene/?term=106479105
SNAP23	SNAP23	synaptosome associated protein 23	8773	https://www.ncbi.nlm.nih.gov/gene/?term=8773
SLC16A11	SLC16A11	solute carrier family 16 member 11	162515	https://www.ncbi.nlm.nih.gov/gene/?term=162515
ZBTB37	ZBTB37	zinc finger and BTB domain containing 37	84614	https://www.ncbi.nlm.nih.gov/gene/?term=84614
CCND3	CCND3	cyclin D3	896	https://www.ncbi.nlm.nih.gov/gene/?term=896
HIST3H2BB	HIST3H2BB	histone cluster 3 H2B family member b	128312	https://www.ncbi.nlm.nih.gov/gene/?term=128312
WRNIP1	WRNIP1	Werner helicase interacting protein 1	56897	https://www.ncbi.nlm.nih.gov/gene/?term=56897
ZCCHC8	ZCCHC8	zinc finger CCHC-type containing 8	55596	https://www.ncbi.nlm.nih.gov/gene/?term=55596
CXXC1	CXXC1	CXXC finger protein 1	30827	https://www.ncbi.nlm.nih.gov/gene/?term=30827
SLC10A3	SLC10A3	solute carrier family 10 member 3	8273	https://www.ncbi.nlm.nih.gov/gene/?term=8273
XIST	XIST	X inactive specific transcript	7503	https://www.ncbi.nlm.nih.gov/gene/?term=7503
SAT1	SAT1	spermidine/spermine N1-acetyltransferase 1	6303	https://www.ncbi.nlm.nih.gov/gene/?term=6303
CORO1B	CORO1B	coronin 1B	57175	https://www.ncbi.nlm.nih.gov/gene/?term=57175
KDM5C	KDM5C	lysine demethylase 5C	8242	https://www.ncbi.nlm.nih.gov/gene/?term=8242
CEP70	CEP70	centrosomal protein 70	80321	https://www.ncbi.nlm.nih.gov/gene/?term=80321
MAGIX	MAGIX	MAGI family member, X-linked	79917	https://www.ncbi.nlm.nih.gov/gene/?term=79917
RBP3	RBP3	retinol binding protein 3	5949	https://www.ncbi.nlm.nih.gov/gene/?term=5949
FAM13A-AS1	FAM13A-AS1	FAM13A antisense RNA 1	285512	https://www.ncbi.nlm.nih.gov/gene/?term=285512
DDIT4	DDIT4	DNA damage inducible transcript 4	54541	https://www.ncbi.nlm.nih.gov/gene/?term=54541
USP30	USP30	ubiquitin specific peptidase 30	84749	https://www.ncbi.nlm.nih.gov/gene/?term=84749
LINC02199	LINC02199	long intergenic non-protein coding RNA 2199	101929284	https://www.ncbi.nlm.nih.gov/gene/?term=101929284
PNMA6B	PNMA6B	PNMA family member 6B (pseudogene)	728513	https://www.ncbi.nlm.nih.gov/gene/?term=728513
NDUFAF2	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	91942	https://www.ncbi.nlm.nih.gov/gene/?term=91942
GMPPA	GMPPA	GDP-mannose pyrophosphorylase A	29926	https://www.ncbi.nlm.nih.gov/gene/?term=29926
KIZ	KIZ	kizuna centrosomal protein	55857	https://www.ncbi.nlm.nih.gov/gene/?term=55857
TXLNA	TXLNA	taxilin alpha	200081	https://www.ncbi.nlm.nih.gov/gene/?term=200081
NCKAP5L	NCKAP5L	NCK associated protein 5 like	57701	https://www.ncbi.nlm.nih.gov/gene/?term=57701
CA5B	CA5B	carbonic anhydrase 5B	11238	https://www.ncbi.nlm.nih.gov/gene/?term=11238
HAUS5	HAUS5	HAUS augmin like complex subunit 5	23354	https://www.ncbi.nlm.nih.gov/gene/?term=23354
LIX1	LIX1	limb and CNS expressed 1	167410	https://www.ncbi.nlm.nih.gov/gene/?term=167410
LINC01561	LINC01561	long intergenic non-protein coding RNA 1561	404216	https://www.ncbi.nlm.nih.gov/gene/?term=404216
KLF13	KLF13	Kruppel like factor 13	51621	https://www.ncbi.nlm.nih.gov/gene/?term=51621
THOC3	THOC3	THO complex 3	84321	https://www.ncbi.nlm.nih.gov/gene/?term=84321
ZFYVE28	ZFYVE28	zinc finger FYVE-type containing 28	57732	https://www.ncbi.nlm.nih.gov/gene/?term=57732
RAB8A	RAB8A	RAB8A, member RAS oncogene family	4218	https://www.ncbi.nlm.nih.gov/gene/?term=4218
INSR	INSR	insulin receptor	3643	https://www.ncbi.nlm.nih.gov/gene/?term=3643
MPLKIP	MPLKIP	M-phase specific PLK1 interacting protein	136647	https://www.ncbi.nlm.nih.gov/gene/?term=136647
RALGDS	RALGDS	ral guanine nucleotide dissociation stimulator	5900	https://www.ncbi.nlm.nih.gov/gene/?term=5900
LSS	LSS	lanosterol synthase	4047	https://www.ncbi.nlm.nih.gov/gene/?term=4047
TMEM159	TMEM159	transmembrane protein 159	57146	https://www.ncbi.nlm.nih.gov/gene/?term=57146
ENGASE	ENGASE	endo-beta-N-acetylglucosaminidase	64772	https://www.ncbi.nlm.nih.gov/gene/?term=64772
FUK	FUK	fucokinase	197258	https://www.ncbi.nlm.nih.gov/gene/?term=197258
ADAMTS18	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	170692	https://www.ncbi.nlm.nih.gov/gene/?term=170692
SIK1	SIK1	salt inducible kinase 1	150094	https://www.ncbi.nlm.nih.gov/gene/?term=150094
SHKBP1	SHKBP1	SH3KBP1 binding protein 1	92799	https://www.ncbi.nlm.nih.gov/gene/?term=92799
HDAC6	HDAC6	histone deacetylase 6	10013	https://www.ncbi.nlm.nih.gov/gene/?term=10013
RAD51B	RAD51B	RAD51 paralog B	5890	https://www.ncbi.nlm.nih.gov/gene/?term=5890
SERPINB9P1	SERPINB9P1	serpin family B member 9 pseudogene 1	221756	https://www.ncbi.nlm.nih.gov/gene/?term=221756
LINC00638	LINC00638	long intergenic non-protein coding RNA 638	196872	https://www.ncbi.nlm.nih.gov/gene/?term=196872
CDK19	CDK19	cyclin dependent kinase 19	23097	https://www.ncbi.nlm.nih.gov/gene/?term=23097
PSKH1	PSKH1	protein serine kinase H1	5681	https://www.ncbi.nlm.nih.gov/gene/?term=5681
HEMK1	HEMK1	HemK methyltransferase family member 1	51409	https://www.ncbi.nlm.nih.gov/gene/?term=51409
ARAF	ARAF	A-Raf proto-oncogene, serine/threonine kinase	369	https://www.ncbi.nlm.nih.gov/gene/?term=369
TAGLN2	TAGLN2	transgelin 2	8407	https://www.ncbi.nlm.nih.gov/gene/?term=8407
HSD17B1	HSD17B1	hydroxysteroid 17-beta dehydrogenase 1	3292	https://www.ncbi.nlm.nih.gov/gene/?term=3292
EIF5AL1	EIF5AL1	eukaryotic translation initiation factor 5A-like 1	143244	https://www.ncbi.nlm.nih.gov/gene/?term=143244
MAP4K4	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	9448	https://www.ncbi.nlm.nih.gov/gene/?term=9448
TSPAN4	TSPAN4	tetraspanin 4	7106	https://www.ncbi.nlm.nih.gov/gene/?term=7106
DEDD	DEDD	death effector domain containing	9191	https://www.ncbi.nlm.nih.gov/gene/?term=9191
PPT2-EGFL8	PPT2-EGFL8	PPT2-EGFL8 readthrough (NMD candidate)	100532746	https://www.ncbi.nlm.nih.gov/gene/?term=100532746
NRG4	NRG4	neuregulin 4	145957	https://www.ncbi.nlm.nih.gov/gene/?term=145957
DSCAML1	DSCAML1	DS cell adhesion molecule like 1	57453	https://www.ncbi.nlm.nih.gov/gene/?term=57453
PSME1	PSME1	proteasome activator subunit 1	5720	https://www.ncbi.nlm.nih.gov/gene/?term=5720
HLA-A	HLA-A	major histocompatibility complex, class I, A	3105	https://www.ncbi.nlm.nih.gov/gene/?term=3105
METTL3	METTL3	methyltransferase like 3	56339	https://www.ncbi.nlm.nih.gov/gene/?term=56339
RASSF1	RASSF1	Ras association domain family member 1	11186	https://www.ncbi.nlm.nih.gov/gene/?term=11186
ICOSLG	ICOSLG	inducible T cell costimulator ligand	23308	https://www.ncbi.nlm.nih.gov/gene/?term=23308
SHROOM1	SHROOM1	shroom family member 1	134549	https://www.ncbi.nlm.nih.gov/gene/?term=134549
GPBP1	GPBP1	GC-rich promoter binding protein 1	65056	https://www.ncbi.nlm.nih.gov/gene/?term=65056
POLD1	POLD1	DNA polymerase delta 1, catalytic subunit	5424	https://www.ncbi.nlm.nih.gov/gene/?term=5424
STX18	STX18	syntaxin 18	53407	https://www.ncbi.nlm.nih.gov/gene/?term=53407
PTPN6	PTPN6	protein tyrosine phosphatase, non-receptor type 6	5777	https://www.ncbi.nlm.nih.gov/gene/?term=5777
SNHG17	SNHG17	small nucleolar RNA host gene 17	388796	https://www.ncbi.nlm.nih.gov/gene/?term=388796
MGAT4A	MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	11320	https://www.ncbi.nlm.nih.gov/gene/?term=11320
GTPBP6	GTPBP6	GTP binding protein 6 (putative)	8225	https://www.ncbi.nlm.nih.gov/gene/?term=8225
SYCE2	SYCE2	synaptonemal complex central element protein 2	256126	https://www.ncbi.nlm.nih.gov/gene/?term=256126
AXIN1	AXIN1	axin 1	8312	https://www.ncbi.nlm.nih.gov/gene/?term=8312
ATP5MF-PTCD1	ATP5MF-PTCD1	ATP5MF-PTCD1 readthrough	100526740	https://www.ncbi.nlm.nih.gov/gene/?term=100526740
ADAMTS8	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	11095	https://www.ncbi.nlm.nih.gov/gene/?term=11095
CPA4	CPA4	carboxypeptidase A4	51200	https://www.ncbi.nlm.nih.gov/gene/?term=51200
PSIP1	PSIP1	PC4 and SFRS1 interacting protein 1	11168	https://www.ncbi.nlm.nih.gov/gene/?term=11168
SNURF	SNURF	SNRPN upstream reading frame	8926	https://www.ncbi.nlm.nih.gov/gene/?term=8926
ATP2B2	ATP2B2	ATPase plasma membrane Ca2+ transporting 2	491	https://www.ncbi.nlm.nih.gov/gene/?term=491
FBLN7	FBLN7	fibulin 7	129804	https://www.ncbi.nlm.nih.gov/gene/?term=129804
GSK3B	GSK3B	glycogen synthase kinase 3 beta	2932	https://www.ncbi.nlm.nih.gov/gene/?term=2932
SAMD15	SAMD15	sterile alpha motif domain containing 15	161394	https://www.ncbi.nlm.nih.gov/gene/?term=161394
RPL7L1	RPL7L1	ribosomal protein L7 like 1	285855	https://www.ncbi.nlm.nih.gov/gene/?term=285855
CCDC126	CCDC126	coiled-coil domain containing 126	90693	https://www.ncbi.nlm.nih.gov/gene/?term=90693
TDRKH	TDRKH	tudor and KH domain containing	11022	https://www.ncbi.nlm.nih.gov/gene/?term=11022
KRAS	KRAS	KRAS proto-oncogene, GTPase	3845	https://www.ncbi.nlm.nih.gov/gene/?term=3845
ARHGAP20	ARHGAP20	Rho GTPase activating protein 20	57569	https://www.ncbi.nlm.nih.gov/gene/?term=57569
CD164	CD164	CD164 molecule	8763	https://www.ncbi.nlm.nih.gov/gene/?term=8763
ATXN7L3B	ATXN7L3B	ataxin 7 like 3B	552889	https://www.ncbi.nlm.nih.gov/gene/?term=552889
KIF3A	KIF3A	kinesin family member 3A	11127	https://www.ncbi.nlm.nih.gov/gene/?term=11127
CLTC	CLTC	clathrin heavy chain	1213	https://www.ncbi.nlm.nih.gov/gene/?term=1213
NAPG	NAPG	NSF attachment protein gamma	8774	https://www.ncbi.nlm.nih.gov/gene/?term=8774
CD99L2	CD99L2	CD99 molecule like 2	83692	https://www.ncbi.nlm.nih.gov/gene/?term=83692
SMYD2	SMYD2	SET and MYND domain containing 2	56950	https://www.ncbi.nlm.nih.gov/gene/?term=56950
CACNB4	CACNB4	calcium voltage-gated channel auxiliary subunit beta 4	785	https://www.ncbi.nlm.nih.gov/gene/?term=785
ZNF385B	ZNF385B	zinc finger protein 385B	151126	https://www.ncbi.nlm.nih.gov/gene/?term=151126
TSNAX-DISC1	TSNAX-DISC1	TSNAX-DISC1 readthrough (NMD candidate)	100303453	https://www.ncbi.nlm.nih.gov/gene/?term=100303453
OPN3	OPN3	opsin 3	23596	https://www.ncbi.nlm.nih.gov/gene/?term=23596
FGF14	FGF14	fibroblast growth factor 14	2259	https://www.ncbi.nlm.nih.gov/gene/?term=2259
ADGRB3	ADGRB3	adhesion G protein-coupled receptor B3	577	https://www.ncbi.nlm.nih.gov/gene/?term=577
ITPR1	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	3708	https://www.ncbi.nlm.nih.gov/gene/?term=3708
PREP	PREP	prolyl endopeptidase	5550	https://www.ncbi.nlm.nih.gov/gene/?term=5550
UBE2V2	UBE2V2	ubiquitin conjugating enzyme E2 V2	7336	https://www.ncbi.nlm.nih.gov/gene/?term=7336
PAH	PAH	phenylalanine hydroxylase	5053	https://www.ncbi.nlm.nih.gov/gene/?term=5053
RTCA	RTCA	RNA 3'-terminal phosphate cyclase	8634	https://www.ncbi.nlm.nih.gov/gene/?term=8634
SLBP	SLBP	stem-loop binding protein	7884	https://www.ncbi.nlm.nih.gov/gene/?term=7884
ALDH5A1	ALDH5A1	aldehyde dehydrogenase 5 family member A1	7915	https://www.ncbi.nlm.nih.gov/gene/?term=7915
