userId	geneSymbol	geneName	entrezgene	gLink
BORCS6	BORCS6	BLOC-1 related complex subunit 6	54785	https://www.ncbi.nlm.nih.gov/gene/?term=54785
MVB12B	MVB12B	multivesicular body subunit 12B	89853	https://www.ncbi.nlm.nih.gov/gene/?term=89853
SFTPC	SFTPC	surfactant protein C	6440	https://www.ncbi.nlm.nih.gov/gene/?term=6440
TPTEP1	TPTEP1	TPTE pseudogene 1	387590	https://www.ncbi.nlm.nih.gov/gene/?term=387590
NOL4L	NOL4L	nucleolar protein 4 like	140688	https://www.ncbi.nlm.nih.gov/gene/?term=140688
CDC42EP1	CDC42EP1	CDC42 effector protein 1	11135	https://www.ncbi.nlm.nih.gov/gene/?term=11135
SLC45A3	SLC45A3	solute carrier family 45 member 3	85414	https://www.ncbi.nlm.nih.gov/gene/?term=85414
NDRG1	NDRG1	N-myc downstream regulated 1	10397	https://www.ncbi.nlm.nih.gov/gene/?term=10397
ZBTB17	ZBTB17	zinc finger and BTB domain containing 17	7709	https://www.ncbi.nlm.nih.gov/gene/?term=7709
STAMBP	STAMBP	STAM binding protein	10617	https://www.ncbi.nlm.nih.gov/gene/?term=10617
PTPRC	PTPRC	protein tyrosine phosphatase, receptor type C	5788	https://www.ncbi.nlm.nih.gov/gene/?term=5788
FARP2	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2	9855	https://www.ncbi.nlm.nih.gov/gene/?term=9855
RPS9	RPS9	ribosomal protein S9	6203	https://www.ncbi.nlm.nih.gov/gene/?term=6203
VIL1	VIL1	villin 1	7429	https://www.ncbi.nlm.nih.gov/gene/?term=7429
NFIX	NFIX	nuclear factor I X	4784	https://www.ncbi.nlm.nih.gov/gene/?term=4784
TSSC4	TSSC4	tumor suppressing subtransferable candidate 4	10078	https://www.ncbi.nlm.nih.gov/gene/?term=10078
RNF214	RNF214	ring finger protein 214	257160	https://www.ncbi.nlm.nih.gov/gene/?term=257160
RPL10	RPL10	ribosomal protein L10	6134	https://www.ncbi.nlm.nih.gov/gene/?term=6134
WDFY4	WDFY4	WDFY family member 4	57705	https://www.ncbi.nlm.nih.gov/gene/?term=57705
DYNC1LI2	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2	1783	https://www.ncbi.nlm.nih.gov/gene/?term=1783
SPSB3	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	90864	https://www.ncbi.nlm.nih.gov/gene/?term=90864
AATK	AATK	apoptosis associated tyrosine kinase	9625	https://www.ncbi.nlm.nih.gov/gene/?term=9625
ENKD1	ENKD1	enkurin domain containing 1	84080	https://www.ncbi.nlm.nih.gov/gene/?term=84080
GAPVD1	GAPVD1	GTPase activating protein and VPS9 domains 1	26130	https://www.ncbi.nlm.nih.gov/gene/?term=26130
PHLDA3	PHLDA3	pleckstrin homology like domain family A member 3	23612	https://www.ncbi.nlm.nih.gov/gene/?term=23612
CHST5	CHST5	carbohydrate sulfotransferase 5	23563	https://www.ncbi.nlm.nih.gov/gene/?term=23563
TCEANC2	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2	127428	https://www.ncbi.nlm.nih.gov/gene/?term=127428
KRTCAP2	KRTCAP2	keratinocyte associated protein 2	200185	https://www.ncbi.nlm.nih.gov/gene/?term=200185
ZEB2-AS1	ZEB2-AS1	ZEB2 antisense RNA 1	100303491	https://www.ncbi.nlm.nih.gov/gene/?term=100303491
DGKD	DGKD	diacylglycerol kinase delta	8527	https://www.ncbi.nlm.nih.gov/gene/?term=8527
TJAP1	TJAP1	tight junction associated protein 1	93643	https://www.ncbi.nlm.nih.gov/gene/?term=93643
LRRC23	LRRC23	leucine rich repeat containing 23	10233	https://www.ncbi.nlm.nih.gov/gene/?term=10233
PTP4A2	PTP4A2	protein tyrosine phosphatase type IVA, member 2	8073	https://www.ncbi.nlm.nih.gov/gene/?term=8073
TRAFD1	TRAFD1	TRAF-type zinc finger domain containing 1	10906	https://www.ncbi.nlm.nih.gov/gene/?term=10906
TMEM39B	TMEM39B	transmembrane protein 39B	55116	https://www.ncbi.nlm.nih.gov/gene/?term=55116
DENND5A	DENND5A	DENN domain containing 5A	23258	https://www.ncbi.nlm.nih.gov/gene/?term=23258
MAP2K7	MAP2K7	mitogen-activated protein kinase kinase 7	5609	https://www.ncbi.nlm.nih.gov/gene/?term=5609
OXLD1	OXLD1	oxidoreductase like domain containing 1	339229	https://www.ncbi.nlm.nih.gov/gene/?term=339229
RPL18A	RPL18A	ribosomal protein L18a	6142	https://www.ncbi.nlm.nih.gov/gene/?term=6142
ZSCAN21	ZSCAN21	zinc finger and SCAN domain containing 21	7589	https://www.ncbi.nlm.nih.gov/gene/?term=7589
PMPCA	PMPCA	peptidase, mitochondrial processing alpha subunit	23203	https://www.ncbi.nlm.nih.gov/gene/?term=23203
CHTOP	CHTOP	chromatin target of PRMT1	26097	https://www.ncbi.nlm.nih.gov/gene/?term=26097
EPB41L4A	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	64097	https://www.ncbi.nlm.nih.gov/gene/?term=64097
JPT2	JPT2	Jupiter microtubule associated homolog 2	90861	https://www.ncbi.nlm.nih.gov/gene/?term=90861
RPLP2	RPLP2	ribosomal protein lateral stalk subunit P2	6181	https://www.ncbi.nlm.nih.gov/gene/?term=6181
TTC17	TTC17	tetratricopeptide repeat domain 17	55761	https://www.ncbi.nlm.nih.gov/gene/?term=55761
ARHGEF2	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2	9181	https://www.ncbi.nlm.nih.gov/gene/?term=9181
WNK1	WNK1	WNK lysine deficient protein kinase 1	65125	https://www.ncbi.nlm.nih.gov/gene/?term=65125
DYNLL2	DYNLL2	dynein light chain LC8-type 2	140735	https://www.ncbi.nlm.nih.gov/gene/?term=140735
CRTC2	CRTC2	CREB regulated transcription coactivator 2	200186	https://www.ncbi.nlm.nih.gov/gene/?term=200186
ZNF655	ZNF655	zinc finger protein 655	79027	https://www.ncbi.nlm.nih.gov/gene/?term=79027
VPS28	VPS28	VPS28, ESCRT-I subunit	51160	https://www.ncbi.nlm.nih.gov/gene/?term=51160
WDR45B	WDR45B	WD repeat domain 45B	56270	https://www.ncbi.nlm.nih.gov/gene/?term=56270
FPR1	FPR1	formyl peptide receptor 1	2357	https://www.ncbi.nlm.nih.gov/gene/?term=2357
PIK3C2B	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	5287	https://www.ncbi.nlm.nih.gov/gene/?term=5287
MYO1D	MYO1D	myosin ID	4642	https://www.ncbi.nlm.nih.gov/gene/?term=4642
DNAAF1	DNAAF1	dynein axonemal assembly factor 1	123872	https://www.ncbi.nlm.nih.gov/gene/?term=123872
MAL	MAL	mal, T cell differentiation protein	4118	https://www.ncbi.nlm.nih.gov/gene/?term=4118
RPS2	RPS2	ribosomal protein S2	6187	https://www.ncbi.nlm.nih.gov/gene/?term=6187
FBXO22	FBXO22	F-box protein 22	26263	https://www.ncbi.nlm.nih.gov/gene/?term=26263
MTG2	MTG2	mitochondrial ribosome associated GTPase 2	26164	https://www.ncbi.nlm.nih.gov/gene/?term=26164
CLDND1	CLDND1	claudin domain containing 1	56650	https://www.ncbi.nlm.nih.gov/gene/?term=56650
ELMO2	ELMO2	engulfment and cell motility 2	63916	https://www.ncbi.nlm.nih.gov/gene/?term=63916
ALAD	ALAD	aminolevulinate dehydratase	210	https://www.ncbi.nlm.nih.gov/gene/?term=210
HSPA2	HSPA2	heat shock protein family A (Hsp70) member 2	3306	https://www.ncbi.nlm.nih.gov/gene/?term=3306
MYO18A	MYO18A	myosin XVIIIA	399687	https://www.ncbi.nlm.nih.gov/gene/?term=399687
CLN8	CLN8	CLN8, transmembrane ER and ERGIC protein	2055	https://www.ncbi.nlm.nih.gov/gene/?term=2055
NME3	NME3	NME/NM23 nucleoside diphosphate kinase 3	4832	https://www.ncbi.nlm.nih.gov/gene/?term=4832
SLC2A8	SLC2A8	solute carrier family 2 member 8	29988	https://www.ncbi.nlm.nih.gov/gene/?term=29988
C19orf81	C19orf81	chromosome 19 open reading frame 81	342918	https://www.ncbi.nlm.nih.gov/gene/?term=342918
RPL28	RPL28	ribosomal protein L28	6158	https://www.ncbi.nlm.nih.gov/gene/?term=6158
IP6K2	IP6K2	inositol hexakisphosphate kinase 2	51447	https://www.ncbi.nlm.nih.gov/gene/?term=51447
TRIM65	TRIM65	tripartite motif containing 65	201292	https://www.ncbi.nlm.nih.gov/gene/?term=201292
NACAD	NACAD	NAC alpha domain containing	23148	https://www.ncbi.nlm.nih.gov/gene/?term=23148
PTPN2	PTPN2	protein tyrosine phosphatase, non-receptor type 2	5771	https://www.ncbi.nlm.nih.gov/gene/?term=5771
SLC6A8	SLC6A8	solute carrier family 6 member 8	6535	https://www.ncbi.nlm.nih.gov/gene/?term=6535
ERF	ERF	ETS2 repressor factor	2077	https://www.ncbi.nlm.nih.gov/gene/?term=2077
KAT8	KAT8	lysine acetyltransferase 8	84148	https://www.ncbi.nlm.nih.gov/gene/?term=84148
SGTA	SGTA	small glutamine rich tetratricopeptide repeat containing alpha	6449	https://www.ncbi.nlm.nih.gov/gene/?term=6449
GPATCH2L	GPATCH2L	G-patch domain containing 2 like	55668	https://www.ncbi.nlm.nih.gov/gene/?term=55668
ELOF1	ELOF1	elongation factor 1 homolog	84337	https://www.ncbi.nlm.nih.gov/gene/?term=84337
SOWAHA	SOWAHA	sosondowah ankyrin repeat domain family member A	134548	https://www.ncbi.nlm.nih.gov/gene/?term=134548
ATG13	ATG13	autophagy related 13	9776	https://www.ncbi.nlm.nih.gov/gene/?term=9776
CC2D1A	CC2D1A	coiled-coil and C2 domain containing 1A	54862	https://www.ncbi.nlm.nih.gov/gene/?term=54862
FUT4	FUT4	fucosyltransferase 4	2526	https://www.ncbi.nlm.nih.gov/gene/?term=2526
CDKN1C	CDKN1C	cyclin dependent kinase inhibitor 1C	1028	https://www.ncbi.nlm.nih.gov/gene/?term=1028
CPD	CPD	carboxypeptidase D	1362	https://www.ncbi.nlm.nih.gov/gene/?term=1362
UBE2J2	UBE2J2	ubiquitin conjugating enzyme E2 J2	118424	https://www.ncbi.nlm.nih.gov/gene/?term=118424
URM1	URM1	ubiquitin related modifier 1	81605	https://www.ncbi.nlm.nih.gov/gene/?term=81605
NKIRAS2	NKIRAS2	NFKB inhibitor interacting Ras like 2	28511	https://www.ncbi.nlm.nih.gov/gene/?term=28511
ZEB2	ZEB2	zinc finger E-box binding homeobox 2	9839	https://www.ncbi.nlm.nih.gov/gene/?term=9839
ABHD17B	ABHD17B	abhydrolase domain containing 17B	51104	https://www.ncbi.nlm.nih.gov/gene/?term=51104
BRMS1	BRMS1	BRMS1, transcriptional repressor and anoikis regulator	25855	https://www.ncbi.nlm.nih.gov/gene/?term=25855
TECPR2	TECPR2	tectonin beta-propeller repeat containing 2	9895	https://www.ncbi.nlm.nih.gov/gene/?term=9895
REEP3	REEP3	receptor accessory protein 3	221035	https://www.ncbi.nlm.nih.gov/gene/?term=221035
JAM3	JAM3	junctional adhesion molecule 3	83700	https://www.ncbi.nlm.nih.gov/gene/?term=83700
DDX46	DDX46	DEAD-box helicase 46	9879	https://www.ncbi.nlm.nih.gov/gene/?term=9879
CNTN2	CNTN2	contactin 2	6900	https://www.ncbi.nlm.nih.gov/gene/?term=6900
RABAC1	RABAC1	Rab acceptor 1	10567	https://www.ncbi.nlm.nih.gov/gene/?term=10567
SAP30BP	SAP30BP	SAP30 binding protein	29115	https://www.ncbi.nlm.nih.gov/gene/?term=29115
YEATS2	YEATS2	YEATS domain containing 2	55689	https://www.ncbi.nlm.nih.gov/gene/?term=55689
FKBP1C	FKBP1C	FKBP prolyl isomerase 1C	642489	https://www.ncbi.nlm.nih.gov/gene/?term=642489
TEX264	TEX264	testis expressed 264	51368	https://www.ncbi.nlm.nih.gov/gene/?term=51368
DENND1A	DENND1A	DENN domain containing 1A	57706	https://www.ncbi.nlm.nih.gov/gene/?term=57706
PTDSS2	PTDSS2	phosphatidylserine synthase 2	81490	https://www.ncbi.nlm.nih.gov/gene/?term=81490
AKNA	AKNA	AT-hook transcription factor	80709	https://www.ncbi.nlm.nih.gov/gene/?term=80709
MRPL38	MRPL38	mitochondrial ribosomal protein L38	64978	https://www.ncbi.nlm.nih.gov/gene/?term=64978
IFT43	IFT43	intraflagellar transport 43	112752	https://www.ncbi.nlm.nih.gov/gene/?term=112752
EIF2B1	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	1967	https://www.ncbi.nlm.nih.gov/gene/?term=1967
JARID2	JARID2	jumonji and AT-rich interaction domain containing 2	3720	https://www.ncbi.nlm.nih.gov/gene/?term=3720
CENPB	CENPB	centromere protein B	1059	https://www.ncbi.nlm.nih.gov/gene/?term=1059
ANP32B	ANP32B	acidic nuclear phosphoprotein 32 family member B	10541	https://www.ncbi.nlm.nih.gov/gene/?term=10541
TTYH2	TTYH2	tweety family member 2	94015	https://www.ncbi.nlm.nih.gov/gene/?term=94015
TRMT9B	TRMT9B	tRNA methyltransferase 9B (putative)	57604	https://www.ncbi.nlm.nih.gov/gene/?term=57604
PTPRCAP	PTPRCAP	protein tyrosine phosphatase, receptor type C associated protein	5790	https://www.ncbi.nlm.nih.gov/gene/?term=5790
RCAN3	RCAN3	RCAN family member 3	11123	https://www.ncbi.nlm.nih.gov/gene/?term=11123
ZNHIT1	ZNHIT1	zinc finger HIT-type containing 1	10467	https://www.ncbi.nlm.nih.gov/gene/?term=10467
ZNF862	ZNF862	zinc finger protein 862	643641	https://www.ncbi.nlm.nih.gov/gene/?term=643641
HAPLN2	HAPLN2	hyaluronan and proteoglycan link protein 2	60484	https://www.ncbi.nlm.nih.gov/gene/?term=60484
MEN1	MEN1	menin 1	4221	https://www.ncbi.nlm.nih.gov/gene/?term=4221
EML5	EML5	EMAP like 5	161436	https://www.ncbi.nlm.nih.gov/gene/?term=161436
ZNF205	ZNF205	zinc finger protein 205	7755	https://www.ncbi.nlm.nih.gov/gene/?term=7755
SPECC1	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	92521	https://www.ncbi.nlm.nih.gov/gene/?term=92521
MTIF3	MTIF3	mitochondrial translational initiation factor 3	219402	https://www.ncbi.nlm.nih.gov/gene/?term=219402
PHC2	PHC2	polyhomeotic homolog 2	1912	https://www.ncbi.nlm.nih.gov/gene/?term=1912
EML2	EML2	EMAP like 2	24139	https://www.ncbi.nlm.nih.gov/gene/?term=24139
ATF7IP2	ATF7IP2	activating transcription factor 7 interacting protein 2	80063	https://www.ncbi.nlm.nih.gov/gene/?term=80063
SCGB1B2P	SCGB1B2P	secretoglobin family 1B member 2, pseudogene	643719	https://www.ncbi.nlm.nih.gov/gene/?term=643719
ZFAND2B	ZFAND2B	zinc finger AN1-type containing 2B	130617	https://www.ncbi.nlm.nih.gov/gene/?term=130617
LSM2	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	57819	https://www.ncbi.nlm.nih.gov/gene/?term=57819
SNRPA	SNRPA	small nuclear ribonucleoprotein polypeptide A	6626	https://www.ncbi.nlm.nih.gov/gene/?term=6626
SUN1	SUN1	Sad1 and UNC84 domain containing 1	23353	https://www.ncbi.nlm.nih.gov/gene/?term=23353
RPL18	RPL18	ribosomal protein L18	6141	https://www.ncbi.nlm.nih.gov/gene/?term=6141
RPL23	RPL23	ribosomal protein L23	9349	https://www.ncbi.nlm.nih.gov/gene/?term=9349
BLOC1S1	BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1	2647	https://www.ncbi.nlm.nih.gov/gene/?term=2647
SYNE1	SYNE1	spectrin repeat containing nuclear envelope protein 1	23345	https://www.ncbi.nlm.nih.gov/gene/?term=23345
LTN1	LTN1	listerin E3 ubiquitin protein ligase 1	26046	https://www.ncbi.nlm.nih.gov/gene/?term=26046
TELO2	TELO2	telomere maintenance 2	9894	https://www.ncbi.nlm.nih.gov/gene/?term=9894
RBM5	RBM5	RNA binding motif protein 5	10181	https://www.ncbi.nlm.nih.gov/gene/?term=10181
PQBP1	PQBP1	polyglutamine binding protein 1	10084	https://www.ncbi.nlm.nih.gov/gene/?term=10084
CCT6P1	CCT6P1	chaperonin containing TCP1 subunit 6 pseudogene 1	643253	https://www.ncbi.nlm.nih.gov/gene/?term=643253
SECISBP2	SECISBP2	SECIS binding protein 2	79048	https://www.ncbi.nlm.nih.gov/gene/?term=79048
UCN	UCN	urocortin	7349	https://www.ncbi.nlm.nih.gov/gene/?term=7349
DNAI1	DNAI1	dynein axonemal intermediate chain 1	27019	https://www.ncbi.nlm.nih.gov/gene/?term=27019
RPS19	RPS19	ribosomal protein S19	6223	https://www.ncbi.nlm.nih.gov/gene/?term=6223
TMEM259	TMEM259	transmembrane protein 259	91304	https://www.ncbi.nlm.nih.gov/gene/?term=91304
TBC1D12	TBC1D12	TBC1 domain family member 12	23232	https://www.ncbi.nlm.nih.gov/gene/?term=23232
NR1H2	NR1H2	nuclear receptor subfamily 1 group H member 2	7376	https://www.ncbi.nlm.nih.gov/gene/?term=7376
RASA3	RASA3	RAS p21 protein activator 3	22821	https://www.ncbi.nlm.nih.gov/gene/?term=22821
SIRT2	SIRT2	sirtuin 2	22933	https://www.ncbi.nlm.nih.gov/gene/?term=22933
NPHP3-ACAD11	NPHP3-ACAD11	NPHP3-ACAD11 readthrough (NMD candidate)	100532724	https://www.ncbi.nlm.nih.gov/gene/?term=100532724
ZNF549	ZNF549	zinc finger protein 549	256051	https://www.ncbi.nlm.nih.gov/gene/?term=256051
IRF3	IRF3	interferon regulatory factor 3	3661	https://www.ncbi.nlm.nih.gov/gene/?term=3661
LONP1	LONP1	lon peptidase 1, mitochondrial	9361	https://www.ncbi.nlm.nih.gov/gene/?term=9361
ZNF428	ZNF428	zinc finger protein 428	126299	https://www.ncbi.nlm.nih.gov/gene/?term=126299
PHF8	PHF8	PHD finger protein 8	23133	https://www.ncbi.nlm.nih.gov/gene/?term=23133
WRAP53	WRAP53	WD repeat containing antisense to TP53	55135	https://www.ncbi.nlm.nih.gov/gene/?term=55135
C19orf24	C19orf24	chromosome 19 open reading frame 24	55009	https://www.ncbi.nlm.nih.gov/gene/?term=55009
ACTR5	ACTR5	actin related protein 5	79913	https://www.ncbi.nlm.nih.gov/gene/?term=79913
CYFIP1	CYFIP1	cytoplasmic FMR1 interacting protein 1	23191	https://www.ncbi.nlm.nih.gov/gene/?term=23191
SVBP	SVBP	small vasohibin binding protein	374969	https://www.ncbi.nlm.nih.gov/gene/?term=374969
RPS10	RPS10	ribosomal protein S10	6204	https://www.ncbi.nlm.nih.gov/gene/?term=6204
ARIH2	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2	10425	https://www.ncbi.nlm.nih.gov/gene/?term=10425
PHACTR3	PHACTR3	phosphatase and actin regulator 3	116154	https://www.ncbi.nlm.nih.gov/gene/?term=116154
SYNRG	SYNRG	synergin gamma	11276	https://www.ncbi.nlm.nih.gov/gene/?term=11276
CDR2L	CDR2L	cerebellar degeneration related protein 2 like	30850	https://www.ncbi.nlm.nih.gov/gene/?term=30850
NUBP2	NUBP2	nucleotide binding protein 2	10101	https://www.ncbi.nlm.nih.gov/gene/?term=10101
RPL35	RPL35	ribosomal protein L35	11224	https://www.ncbi.nlm.nih.gov/gene/?term=11224
SSH2	SSH2	slingshot protein phosphatase 2	85464	https://www.ncbi.nlm.nih.gov/gene/?term=85464
TRIR	TRIR	telomerase RNA component interacting RNase	79002	https://www.ncbi.nlm.nih.gov/gene/?term=79002
TTL	TTL	tubulin tyrosine ligase	150465	https://www.ncbi.nlm.nih.gov/gene/?term=150465
LURAP1	LURAP1	leucine rich adaptor protein 1	541468	https://www.ncbi.nlm.nih.gov/gene/?term=541468
BICD1	BICD1	BICD cargo adaptor 1	636	https://www.ncbi.nlm.nih.gov/gene/?term=636
RPL13A	RPL13A	ribosomal protein L13a	23521	https://www.ncbi.nlm.nih.gov/gene/?term=23521
IFI27L2	IFI27L2	interferon alpha inducible protein 27 like 2	83982	https://www.ncbi.nlm.nih.gov/gene/?term=83982
RPL11	RPL11	ribosomal protein L11	6135	https://www.ncbi.nlm.nih.gov/gene/?term=6135
ACSL1	ACSL1	acyl-CoA synthetase long chain family member 1	2180	https://www.ncbi.nlm.nih.gov/gene/?term=2180
PIAS4	PIAS4	protein inhibitor of activated STAT 4	51588	https://www.ncbi.nlm.nih.gov/gene/?term=51588
ITPK1	ITPK1	inositol-tetrakisphosphate 1-kinase	3705	https://www.ncbi.nlm.nih.gov/gene/?term=3705
PAG1	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	55824	https://www.ncbi.nlm.nih.gov/gene/?term=55824
SNF8	SNF8	SNF8, ESCRT-II complex subunit	11267	https://www.ncbi.nlm.nih.gov/gene/?term=11267
LPCAT2	LPCAT2	lysophosphatidylcholine acyltransferase 2	54947	https://www.ncbi.nlm.nih.gov/gene/?term=54947
RPS16	RPS16	ribosomal protein S16	6217	https://www.ncbi.nlm.nih.gov/gene/?term=6217
FAM53B	FAM53B	family with sequence similarity 53 member B	9679	https://www.ncbi.nlm.nih.gov/gene/?term=9679
GABARAP	GABARAP	GABA type A receptor-associated protein	11337	https://www.ncbi.nlm.nih.gov/gene/?term=11337
CPSF4	CPSF4	cleavage and polyadenylation specific factor 4	10898	https://www.ncbi.nlm.nih.gov/gene/?term=10898
FBXW5	FBXW5	F-box and WD repeat domain containing 5	54461	https://www.ncbi.nlm.nih.gov/gene/?term=54461
RPL13	RPL13	ribosomal protein L13	6137	https://www.ncbi.nlm.nih.gov/gene/?term=6137
SEMA3G	SEMA3G	semaphorin 3G	56920	https://www.ncbi.nlm.nih.gov/gene/?term=56920
TMEM219	TMEM219	transmembrane protein 219	124446	https://www.ncbi.nlm.nih.gov/gene/?term=124446
SIRT6	SIRT6	sirtuin 6	51548	https://www.ncbi.nlm.nih.gov/gene/?term=51548
SETD5	SETD5	SET domain containing 5	55209	https://www.ncbi.nlm.nih.gov/gene/?term=55209
ROMO1	ROMO1	reactive oxygen species modulator 1	140823	https://www.ncbi.nlm.nih.gov/gene/?term=140823
PHTF1	PHTF1	putative homeodomain transcription factor 1	10745	https://www.ncbi.nlm.nih.gov/gene/?term=10745
FAHD2A	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	51011	https://www.ncbi.nlm.nih.gov/gene/?term=51011
FBL	FBL	fibrillarin	2091	https://www.ncbi.nlm.nih.gov/gene/?term=2091
LDLRAP1	LDLRAP1	low density lipoprotein receptor adaptor protein 1	26119	https://www.ncbi.nlm.nih.gov/gene/?term=26119
CDC42EP2	CDC42EP2	CDC42 effector protein 2	10435	https://www.ncbi.nlm.nih.gov/gene/?term=10435
UNC5C	UNC5C	unc-5 netrin receptor C	8633	https://www.ncbi.nlm.nih.gov/gene/?term=8633
NDUFAF3	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	25915	https://www.ncbi.nlm.nih.gov/gene/?term=25915
RPL29	RPL29	ribosomal protein L29	6159	https://www.ncbi.nlm.nih.gov/gene/?term=6159
REV1	REV1	REV1, DNA directed polymerase	51455	https://www.ncbi.nlm.nih.gov/gene/?term=51455
YTHDC1	YTHDC1	YTH domain containing 1	91746	https://www.ncbi.nlm.nih.gov/gene/?term=91746
SLC25A28	SLC25A28	solute carrier family 25 member 28	81894	https://www.ncbi.nlm.nih.gov/gene/?term=81894
RPS17	RPS17	ribosomal protein S17	6218	https://www.ncbi.nlm.nih.gov/gene/?term=6218
PTPN1	PTPN1	protein tyrosine phosphatase, non-receptor type 1	5770	https://www.ncbi.nlm.nih.gov/gene/?term=5770
KRT31	KRT31	keratin 31	3881	https://www.ncbi.nlm.nih.gov/gene/?term=3881
MRPL41	MRPL41	mitochondrial ribosomal protein L41	64975	https://www.ncbi.nlm.nih.gov/gene/?term=64975
RAB11B	RAB11B	RAB11B, member RAS oncogene family	9230	https://www.ncbi.nlm.nih.gov/gene/?term=9230
EEF1D	EEF1D	eukaryotic translation elongation factor 1 delta	1936	https://www.ncbi.nlm.nih.gov/gene/?term=1936
PLEKHO1	PLEKHO1	pleckstrin homology domain containing O1	51177	https://www.ncbi.nlm.nih.gov/gene/?term=51177
DNAH17	DNAH17	dynein axonemal heavy chain 17	8632	https://www.ncbi.nlm.nih.gov/gene/?term=8632
DYRK4	DYRK4	dual specificity tyrosine phosphorylation regulated kinase 4	8798	https://www.ncbi.nlm.nih.gov/gene/?term=8798
CCDC107	CCDC107	coiled-coil domain containing 107	203260	https://www.ncbi.nlm.nih.gov/gene/?term=203260
RASL11A	RASL11A	RAS like family 11 member A	387496	https://www.ncbi.nlm.nih.gov/gene/?term=387496
CHMP2A	CHMP2A	charged multivesicular body protein 2A	27243	https://www.ncbi.nlm.nih.gov/gene/?term=27243
YIPF2	YIPF2	Yip1 domain family member 2	78992	https://www.ncbi.nlm.nih.gov/gene/?term=78992
GAL3ST1	GAL3ST1	galactose-3-O-sulfotransferase 1	9514	https://www.ncbi.nlm.nih.gov/gene/?term=9514
LINC00320	LINC00320	long intergenic non-protein coding RNA 320	387486	https://www.ncbi.nlm.nih.gov/gene/?term=387486
THAP3	THAP3	THAP domain containing 3	90326	https://www.ncbi.nlm.nih.gov/gene/?term=90326
MYT1	MYT1	myelin transcription factor 1	4661	https://www.ncbi.nlm.nih.gov/gene/?term=4661
C19orf47	C19orf47	chromosome 19 open reading frame 47	126526	https://www.ncbi.nlm.nih.gov/gene/?term=126526
SLCO1A2	SLCO1A2	solute carrier organic anion transporter family member 1A2	6579	https://www.ncbi.nlm.nih.gov/gene/?term=6579
FAM107B	FAM107B	family with sequence similarity 107 member B	83641	https://www.ncbi.nlm.nih.gov/gene/?term=83641
POLRMT	POLRMT	RNA polymerase mitochondrial	5442	https://www.ncbi.nlm.nih.gov/gene/?term=5442
ATXN1L	ATXN1L	ataxin 1 like	342371	https://www.ncbi.nlm.nih.gov/gene/?term=342371
SARNP	SARNP	SAP domain containing ribonucleoprotein	84324	https://www.ncbi.nlm.nih.gov/gene/?term=84324
FAR1	FAR1	fatty acyl-CoA reductase 1	84188	https://www.ncbi.nlm.nih.gov/gene/?term=84188
MOB1B	MOB1B	MOB kinase activator 1B	92597	https://www.ncbi.nlm.nih.gov/gene/?term=92597
ZNF776	ZNF776	zinc finger protein 776	284309	https://www.ncbi.nlm.nih.gov/gene/?term=284309
ARL2	ARL2	ADP ribosylation factor like GTPase 2	402	https://www.ncbi.nlm.nih.gov/gene/?term=402
RPL30	RPL30	ribosomal protein L30	6156	https://www.ncbi.nlm.nih.gov/gene/?term=6156
PEA15	PEA15	proliferation and apoptosis adaptor protein 15	8682	https://www.ncbi.nlm.nih.gov/gene/?term=8682
CBY1	CBY1	chibby family member 1, beta catenin antagonist	25776	https://www.ncbi.nlm.nih.gov/gene/?term=25776
FASTK	FASTK	Fas activated serine/threonine kinase	10922	https://www.ncbi.nlm.nih.gov/gene/?term=10922
IPO13	IPO13	importin 13	9670	https://www.ncbi.nlm.nih.gov/gene/?term=9670
NDUFB7	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	4713	https://www.ncbi.nlm.nih.gov/gene/?term=4713
NPRL2	NPRL2	NPR2 like, GATOR1 complex subunit	10641	https://www.ncbi.nlm.nih.gov/gene/?term=10641
FZR1	FZR1	fizzy and cell division cycle 20 related 1	51343	https://www.ncbi.nlm.nih.gov/gene/?term=51343
ERBB3	ERBB3	erb-b2 receptor tyrosine kinase 3	2065	https://www.ncbi.nlm.nih.gov/gene/?term=2065
TNRC6C	TNRC6C	trinucleotide repeat containing adaptor 6C	57690	https://www.ncbi.nlm.nih.gov/gene/?term=57690
RPS29	RPS29	ribosomal protein S29	6235	https://www.ncbi.nlm.nih.gov/gene/?term=6235
