userId	geneSymbol	geneName	entrezgene	gLink
ELOF1	ELOF1	elongation factor 1 homolog	84337	https://www.ncbi.nlm.nih.gov/gene/?term=84337
SOWAHA	SOWAHA	sosondowah ankyrin repeat domain family member A	134548	https://www.ncbi.nlm.nih.gov/gene/?term=134548
ATG13	ATG13	autophagy related 13	9776	https://www.ncbi.nlm.nih.gov/gene/?term=9776
CC2D1A	CC2D1A	coiled-coil and C2 domain containing 1A	54862	https://www.ncbi.nlm.nih.gov/gene/?term=54862
FUT4	FUT4	fucosyltransferase 4	2526	https://www.ncbi.nlm.nih.gov/gene/?term=2526
CDKN1C	CDKN1C	cyclin dependent kinase inhibitor 1C	1028	https://www.ncbi.nlm.nih.gov/gene/?term=1028
CPD	CPD	carboxypeptidase D	1362	https://www.ncbi.nlm.nih.gov/gene/?term=1362
UBE2J2	UBE2J2	ubiquitin conjugating enzyme E2 J2	118424	https://www.ncbi.nlm.nih.gov/gene/?term=118424
URM1	URM1	ubiquitin related modifier 1	81605	https://www.ncbi.nlm.nih.gov/gene/?term=81605
NKIRAS2	NKIRAS2	NFKB inhibitor interacting Ras like 2	28511	https://www.ncbi.nlm.nih.gov/gene/?term=28511
ZEB2	ZEB2	zinc finger E-box binding homeobox 2	9839	https://www.ncbi.nlm.nih.gov/gene/?term=9839
ABHD17B	ABHD17B	abhydrolase domain containing 17B	51104	https://www.ncbi.nlm.nih.gov/gene/?term=51104
BRMS1	BRMS1	BRMS1, transcriptional repressor and anoikis regulator	25855	https://www.ncbi.nlm.nih.gov/gene/?term=25855
TECPR2	TECPR2	tectonin beta-propeller repeat containing 2	9895	https://www.ncbi.nlm.nih.gov/gene/?term=9895
REEP3	REEP3	receptor accessory protein 3	221035	https://www.ncbi.nlm.nih.gov/gene/?term=221035
JAM3	JAM3	junctional adhesion molecule 3	83700	https://www.ncbi.nlm.nih.gov/gene/?term=83700
DDX46	DDX46	DEAD-box helicase 46	9879	https://www.ncbi.nlm.nih.gov/gene/?term=9879
CNTN2	CNTN2	contactin 2	6900	https://www.ncbi.nlm.nih.gov/gene/?term=6900
RABAC1	RABAC1	Rab acceptor 1	10567	https://www.ncbi.nlm.nih.gov/gene/?term=10567
SAP30BP	SAP30BP	SAP30 binding protein	29115	https://www.ncbi.nlm.nih.gov/gene/?term=29115
YEATS2	YEATS2	YEATS domain containing 2	55689	https://www.ncbi.nlm.nih.gov/gene/?term=55689
FKBP1C	FKBP1C	FKBP prolyl isomerase 1C	642489	https://www.ncbi.nlm.nih.gov/gene/?term=642489
TEX264	TEX264	testis expressed 264	51368	https://www.ncbi.nlm.nih.gov/gene/?term=51368
DENND1A	DENND1A	DENN domain containing 1A	57706	https://www.ncbi.nlm.nih.gov/gene/?term=57706
PTDSS2	PTDSS2	phosphatidylserine synthase 2	81490	https://www.ncbi.nlm.nih.gov/gene/?term=81490
AKNA	AKNA	AT-hook transcription factor	80709	https://www.ncbi.nlm.nih.gov/gene/?term=80709
MRPL38	MRPL38	mitochondrial ribosomal protein L38	64978	https://www.ncbi.nlm.nih.gov/gene/?term=64978
IFT43	IFT43	intraflagellar transport 43	112752	https://www.ncbi.nlm.nih.gov/gene/?term=112752
EIF2B1	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	1967	https://www.ncbi.nlm.nih.gov/gene/?term=1967
JARID2	JARID2	jumonji and AT-rich interaction domain containing 2	3720	https://www.ncbi.nlm.nih.gov/gene/?term=3720
CENPB	CENPB	centromere protein B	1059	https://www.ncbi.nlm.nih.gov/gene/?term=1059
ANP32B	ANP32B	acidic nuclear phosphoprotein 32 family member B	10541	https://www.ncbi.nlm.nih.gov/gene/?term=10541
TTYH2	TTYH2	tweety family member 2	94015	https://www.ncbi.nlm.nih.gov/gene/?term=94015
TRMT9B	TRMT9B	tRNA methyltransferase 9B (putative)	57604	https://www.ncbi.nlm.nih.gov/gene/?term=57604
PTPRCAP	PTPRCAP	protein tyrosine phosphatase, receptor type C associated protein	5790	https://www.ncbi.nlm.nih.gov/gene/?term=5790
RCAN3	RCAN3	RCAN family member 3	11123	https://www.ncbi.nlm.nih.gov/gene/?term=11123
ZNHIT1	ZNHIT1	zinc finger HIT-type containing 1	10467	https://www.ncbi.nlm.nih.gov/gene/?term=10467
ZNF862	ZNF862	zinc finger protein 862	643641	https://www.ncbi.nlm.nih.gov/gene/?term=643641
HAPLN2	HAPLN2	hyaluronan and proteoglycan link protein 2	60484	https://www.ncbi.nlm.nih.gov/gene/?term=60484
MEN1	MEN1	menin 1	4221	https://www.ncbi.nlm.nih.gov/gene/?term=4221
EML5	EML5	EMAP like 5	161436	https://www.ncbi.nlm.nih.gov/gene/?term=161436
ZNF205	ZNF205	zinc finger protein 205	7755	https://www.ncbi.nlm.nih.gov/gene/?term=7755
SPECC1	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	92521	https://www.ncbi.nlm.nih.gov/gene/?term=92521
MTIF3	MTIF3	mitochondrial translational initiation factor 3	219402	https://www.ncbi.nlm.nih.gov/gene/?term=219402
PHC2	PHC2	polyhomeotic homolog 2	1912	https://www.ncbi.nlm.nih.gov/gene/?term=1912
EML2	EML2	EMAP like 2	24139	https://www.ncbi.nlm.nih.gov/gene/?term=24139
ATF7IP2	ATF7IP2	activating transcription factor 7 interacting protein 2	80063	https://www.ncbi.nlm.nih.gov/gene/?term=80063
SCGB1B2P	SCGB1B2P	secretoglobin family 1B member 2, pseudogene	643719	https://www.ncbi.nlm.nih.gov/gene/?term=643719
ZFAND2B	ZFAND2B	zinc finger AN1-type containing 2B	130617	https://www.ncbi.nlm.nih.gov/gene/?term=130617
LSM2	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	57819	https://www.ncbi.nlm.nih.gov/gene/?term=57819
SNRPA	SNRPA	small nuclear ribonucleoprotein polypeptide A	6626	https://www.ncbi.nlm.nih.gov/gene/?term=6626
SUN1	SUN1	Sad1 and UNC84 domain containing 1	23353	https://www.ncbi.nlm.nih.gov/gene/?term=23353
RPL18	RPL18	ribosomal protein L18	6141	https://www.ncbi.nlm.nih.gov/gene/?term=6141
RPL23	RPL23	ribosomal protein L23	9349	https://www.ncbi.nlm.nih.gov/gene/?term=9349
BLOC1S1	BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1	2647	https://www.ncbi.nlm.nih.gov/gene/?term=2647
SYNE1	SYNE1	spectrin repeat containing nuclear envelope protein 1	23345	https://www.ncbi.nlm.nih.gov/gene/?term=23345
LTN1	LTN1	listerin E3 ubiquitin protein ligase 1	26046	https://www.ncbi.nlm.nih.gov/gene/?term=26046
TELO2	TELO2	telomere maintenance 2	9894	https://www.ncbi.nlm.nih.gov/gene/?term=9894
RBM5	RBM5	RNA binding motif protein 5	10181	https://www.ncbi.nlm.nih.gov/gene/?term=10181
PQBP1	PQBP1	polyglutamine binding protein 1	10084	https://www.ncbi.nlm.nih.gov/gene/?term=10084
CCT6P1	CCT6P1	chaperonin containing TCP1 subunit 6 pseudogene 1	643253	https://www.ncbi.nlm.nih.gov/gene/?term=643253
SECISBP2	SECISBP2	SECIS binding protein 2	79048	https://www.ncbi.nlm.nih.gov/gene/?term=79048
UCN	UCN	urocortin	7349	https://www.ncbi.nlm.nih.gov/gene/?term=7349
DNAI1	DNAI1	dynein axonemal intermediate chain 1	27019	https://www.ncbi.nlm.nih.gov/gene/?term=27019
RPS19	RPS19	ribosomal protein S19	6223	https://www.ncbi.nlm.nih.gov/gene/?term=6223
TMEM259	TMEM259	transmembrane protein 259	91304	https://www.ncbi.nlm.nih.gov/gene/?term=91304
TBC1D12	TBC1D12	TBC1 domain family member 12	23232	https://www.ncbi.nlm.nih.gov/gene/?term=23232
NR1H2	NR1H2	nuclear receptor subfamily 1 group H member 2	7376	https://www.ncbi.nlm.nih.gov/gene/?term=7376
RASA3	RASA3	RAS p21 protein activator 3	22821	https://www.ncbi.nlm.nih.gov/gene/?term=22821
SIRT2	SIRT2	sirtuin 2	22933	https://www.ncbi.nlm.nih.gov/gene/?term=22933
NPHP3-ACAD11	NPHP3-ACAD11	NPHP3-ACAD11 readthrough (NMD candidate)	100532724	https://www.ncbi.nlm.nih.gov/gene/?term=100532724
ZNF549	ZNF549	zinc finger protein 549	256051	https://www.ncbi.nlm.nih.gov/gene/?term=256051
IRF3	IRF3	interferon regulatory factor 3	3661	https://www.ncbi.nlm.nih.gov/gene/?term=3661
LONP1	LONP1	lon peptidase 1, mitochondrial	9361	https://www.ncbi.nlm.nih.gov/gene/?term=9361
ZNF428	ZNF428	zinc finger protein 428	126299	https://www.ncbi.nlm.nih.gov/gene/?term=126299
PHF8	PHF8	PHD finger protein 8	23133	https://www.ncbi.nlm.nih.gov/gene/?term=23133
WRAP53	WRAP53	WD repeat containing antisense to TP53	55135	https://www.ncbi.nlm.nih.gov/gene/?term=55135
C19orf24	C19orf24	chromosome 19 open reading frame 24	55009	https://www.ncbi.nlm.nih.gov/gene/?term=55009
ACTR5	ACTR5	actin related protein 5	79913	https://www.ncbi.nlm.nih.gov/gene/?term=79913
CYFIP1	CYFIP1	cytoplasmic FMR1 interacting protein 1	23191	https://www.ncbi.nlm.nih.gov/gene/?term=23191
SVBP	SVBP	small vasohibin binding protein	374969	https://www.ncbi.nlm.nih.gov/gene/?term=374969
RPS10	RPS10	ribosomal protein S10	6204	https://www.ncbi.nlm.nih.gov/gene/?term=6204
ARIH2	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2	10425	https://www.ncbi.nlm.nih.gov/gene/?term=10425
PHACTR3	PHACTR3	phosphatase and actin regulator 3	116154	https://www.ncbi.nlm.nih.gov/gene/?term=116154
SYNRG	SYNRG	synergin gamma	11276	https://www.ncbi.nlm.nih.gov/gene/?term=11276
CDR2L	CDR2L	cerebellar degeneration related protein 2 like	30850	https://www.ncbi.nlm.nih.gov/gene/?term=30850
NUBP2	NUBP2	nucleotide binding protein 2	10101	https://www.ncbi.nlm.nih.gov/gene/?term=10101
RPL35	RPL35	ribosomal protein L35	11224	https://www.ncbi.nlm.nih.gov/gene/?term=11224
SSH2	SSH2	slingshot protein phosphatase 2	85464	https://www.ncbi.nlm.nih.gov/gene/?term=85464
TRIR	TRIR	telomerase RNA component interacting RNase	79002	https://www.ncbi.nlm.nih.gov/gene/?term=79002
TTL	TTL	tubulin tyrosine ligase	150465	https://www.ncbi.nlm.nih.gov/gene/?term=150465
LURAP1	LURAP1	leucine rich adaptor protein 1	541468	https://www.ncbi.nlm.nih.gov/gene/?term=541468
BICD1	BICD1	BICD cargo adaptor 1	636	https://www.ncbi.nlm.nih.gov/gene/?term=636
RPL13A	RPL13A	ribosomal protein L13a	23521	https://www.ncbi.nlm.nih.gov/gene/?term=23521
IFI27L2	IFI27L2	interferon alpha inducible protein 27 like 2	83982	https://www.ncbi.nlm.nih.gov/gene/?term=83982
RPL11	RPL11	ribosomal protein L11	6135	https://www.ncbi.nlm.nih.gov/gene/?term=6135
ACSL1	ACSL1	acyl-CoA synthetase long chain family member 1	2180	https://www.ncbi.nlm.nih.gov/gene/?term=2180
PIAS4	PIAS4	protein inhibitor of activated STAT 4	51588	https://www.ncbi.nlm.nih.gov/gene/?term=51588
ITPK1	ITPK1	inositol-tetrakisphosphate 1-kinase	3705	https://www.ncbi.nlm.nih.gov/gene/?term=3705
PAG1	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	55824	https://www.ncbi.nlm.nih.gov/gene/?term=55824
SNF8	SNF8	SNF8, ESCRT-II complex subunit	11267	https://www.ncbi.nlm.nih.gov/gene/?term=11267
LPCAT2	LPCAT2	lysophosphatidylcholine acyltransferase 2	54947	https://www.ncbi.nlm.nih.gov/gene/?term=54947
RPS16	RPS16	ribosomal protein S16	6217	https://www.ncbi.nlm.nih.gov/gene/?term=6217
FAM53B	FAM53B	family with sequence similarity 53 member B	9679	https://www.ncbi.nlm.nih.gov/gene/?term=9679
GABARAP	GABARAP	GABA type A receptor-associated protein	11337	https://www.ncbi.nlm.nih.gov/gene/?term=11337
CPSF4	CPSF4	cleavage and polyadenylation specific factor 4	10898	https://www.ncbi.nlm.nih.gov/gene/?term=10898
FBXW5	FBXW5	F-box and WD repeat domain containing 5	54461	https://www.ncbi.nlm.nih.gov/gene/?term=54461
RPL13	RPL13	ribosomal protein L13	6137	https://www.ncbi.nlm.nih.gov/gene/?term=6137
SEMA3G	SEMA3G	semaphorin 3G	56920	https://www.ncbi.nlm.nih.gov/gene/?term=56920
TMEM219	TMEM219	transmembrane protein 219	124446	https://www.ncbi.nlm.nih.gov/gene/?term=124446
SIRT6	SIRT6	sirtuin 6	51548	https://www.ncbi.nlm.nih.gov/gene/?term=51548
SETD5	SETD5	SET domain containing 5	55209	https://www.ncbi.nlm.nih.gov/gene/?term=55209
ROMO1	ROMO1	reactive oxygen species modulator 1	140823	https://www.ncbi.nlm.nih.gov/gene/?term=140823
PHTF1	PHTF1	putative homeodomain transcription factor 1	10745	https://www.ncbi.nlm.nih.gov/gene/?term=10745
FAHD2A	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	51011	https://www.ncbi.nlm.nih.gov/gene/?term=51011
FBL	FBL	fibrillarin	2091	https://www.ncbi.nlm.nih.gov/gene/?term=2091
LDLRAP1	LDLRAP1	low density lipoprotein receptor adaptor protein 1	26119	https://www.ncbi.nlm.nih.gov/gene/?term=26119
CDC42EP2	CDC42EP2	CDC42 effector protein 2	10435	https://www.ncbi.nlm.nih.gov/gene/?term=10435
UNC5C	UNC5C	unc-5 netrin receptor C	8633	https://www.ncbi.nlm.nih.gov/gene/?term=8633
NDUFAF3	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	25915	https://www.ncbi.nlm.nih.gov/gene/?term=25915
RPL29	RPL29	ribosomal protein L29	6159	https://www.ncbi.nlm.nih.gov/gene/?term=6159
REV1	REV1	REV1, DNA directed polymerase	51455	https://www.ncbi.nlm.nih.gov/gene/?term=51455
YTHDC1	YTHDC1	YTH domain containing 1	91746	https://www.ncbi.nlm.nih.gov/gene/?term=91746
SLC25A28	SLC25A28	solute carrier family 25 member 28	81894	https://www.ncbi.nlm.nih.gov/gene/?term=81894
RPS17	RPS17	ribosomal protein S17	6218	https://www.ncbi.nlm.nih.gov/gene/?term=6218
PTPN1	PTPN1	protein tyrosine phosphatase, non-receptor type 1	5770	https://www.ncbi.nlm.nih.gov/gene/?term=5770
KRT31	KRT31	keratin 31	3881	https://www.ncbi.nlm.nih.gov/gene/?term=3881
MRPL41	MRPL41	mitochondrial ribosomal protein L41	64975	https://www.ncbi.nlm.nih.gov/gene/?term=64975
RAB11B	RAB11B	RAB11B, member RAS oncogene family	9230	https://www.ncbi.nlm.nih.gov/gene/?term=9230
EEF1D	EEF1D	eukaryotic translation elongation factor 1 delta	1936	https://www.ncbi.nlm.nih.gov/gene/?term=1936
PLEKHO1	PLEKHO1	pleckstrin homology domain containing O1	51177	https://www.ncbi.nlm.nih.gov/gene/?term=51177
DNAH17	DNAH17	dynein axonemal heavy chain 17	8632	https://www.ncbi.nlm.nih.gov/gene/?term=8632
DYRK4	DYRK4	dual specificity tyrosine phosphorylation regulated kinase 4	8798	https://www.ncbi.nlm.nih.gov/gene/?term=8798
CCDC107	CCDC107	coiled-coil domain containing 107	203260	https://www.ncbi.nlm.nih.gov/gene/?term=203260
RASL11A	RASL11A	RAS like family 11 member A	387496	https://www.ncbi.nlm.nih.gov/gene/?term=387496
CHMP2A	CHMP2A	charged multivesicular body protein 2A	27243	https://www.ncbi.nlm.nih.gov/gene/?term=27243
YIPF2	YIPF2	Yip1 domain family member 2	78992	https://www.ncbi.nlm.nih.gov/gene/?term=78992
GAL3ST1	GAL3ST1	galactose-3-O-sulfotransferase 1	9514	https://www.ncbi.nlm.nih.gov/gene/?term=9514
LINC00320	LINC00320	long intergenic non-protein coding RNA 320	387486	https://www.ncbi.nlm.nih.gov/gene/?term=387486
THAP3	THAP3	THAP domain containing 3	90326	https://www.ncbi.nlm.nih.gov/gene/?term=90326
MYT1	MYT1	myelin transcription factor 1	4661	https://www.ncbi.nlm.nih.gov/gene/?term=4661
C19orf47	C19orf47	chromosome 19 open reading frame 47	126526	https://www.ncbi.nlm.nih.gov/gene/?term=126526
SLCO1A2	SLCO1A2	solute carrier organic anion transporter family member 1A2	6579	https://www.ncbi.nlm.nih.gov/gene/?term=6579
FAM107B	FAM107B	family with sequence similarity 107 member B	83641	https://www.ncbi.nlm.nih.gov/gene/?term=83641
POLRMT	POLRMT	RNA polymerase mitochondrial	5442	https://www.ncbi.nlm.nih.gov/gene/?term=5442
ATXN1L	ATXN1L	ataxin 1 like	342371	https://www.ncbi.nlm.nih.gov/gene/?term=342371
SARNP	SARNP	SAP domain containing ribonucleoprotein	84324	https://www.ncbi.nlm.nih.gov/gene/?term=84324
FAR1	FAR1	fatty acyl-CoA reductase 1	84188	https://www.ncbi.nlm.nih.gov/gene/?term=84188
MOB1B	MOB1B	MOB kinase activator 1B	92597	https://www.ncbi.nlm.nih.gov/gene/?term=92597
ZNF776	ZNF776	zinc finger protein 776	284309	https://www.ncbi.nlm.nih.gov/gene/?term=284309
ARL2	ARL2	ADP ribosylation factor like GTPase 2	402	https://www.ncbi.nlm.nih.gov/gene/?term=402
RPL30	RPL30	ribosomal protein L30	6156	https://www.ncbi.nlm.nih.gov/gene/?term=6156
PEA15	PEA15	proliferation and apoptosis adaptor protein 15	8682	https://www.ncbi.nlm.nih.gov/gene/?term=8682
CBY1	CBY1	chibby family member 1, beta catenin antagonist	25776	https://www.ncbi.nlm.nih.gov/gene/?term=25776
FASTK	FASTK	Fas activated serine/threonine kinase	10922	https://www.ncbi.nlm.nih.gov/gene/?term=10922
IPO13	IPO13	importin 13	9670	https://www.ncbi.nlm.nih.gov/gene/?term=9670
NDUFB7	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	4713	https://www.ncbi.nlm.nih.gov/gene/?term=4713
NPRL2	NPRL2	NPR2 like, GATOR1 complex subunit	10641	https://www.ncbi.nlm.nih.gov/gene/?term=10641
FZR1	FZR1	fizzy and cell division cycle 20 related 1	51343	https://www.ncbi.nlm.nih.gov/gene/?term=51343
ERBB3	ERBB3	erb-b2 receptor tyrosine kinase 3	2065	https://www.ncbi.nlm.nih.gov/gene/?term=2065
TNRC6C	TNRC6C	trinucleotide repeat containing adaptor 6C	57690	https://www.ncbi.nlm.nih.gov/gene/?term=57690
RPS29	RPS29	ribosomal protein S29	6235	https://www.ncbi.nlm.nih.gov/gene/?term=6235
EXOSC2	EXOSC2	exosome component 2	23404	https://www.ncbi.nlm.nih.gov/gene/?term=23404
SPOPL	SPOPL	speckle type BTB/POZ protein like	339745	https://www.ncbi.nlm.nih.gov/gene/?term=339745
KCNK7	KCNK7	potassium two pore domain channel subfamily K member 7	10089	https://www.ncbi.nlm.nih.gov/gene/?term=10089
FEZ1	FEZ1	fasciculation and elongation protein zeta 1	9638	https://www.ncbi.nlm.nih.gov/gene/?term=9638
CCDC73	CCDC73	coiled-coil domain containing 73	493860	https://www.ncbi.nlm.nih.gov/gene/?term=493860
LITAF	LITAF	lipopolysaccharide induced TNF factor	9516	https://www.ncbi.nlm.nih.gov/gene/?term=9516
LGR5	LGR5	leucine rich repeat containing G protein-coupled receptor 5	8549	https://www.ncbi.nlm.nih.gov/gene/?term=8549
TAF11	TAF11	TATA-box binding protein associated factor 11	6882	https://www.ncbi.nlm.nih.gov/gene/?term=6882
CXCL2	CXCL2	C-X-C motif chemokine ligand 2	2920	https://www.ncbi.nlm.nih.gov/gene/?term=2920
FYB1	FYB1	FYN binding protein 1	2533	https://www.ncbi.nlm.nih.gov/gene/?term=2533
CENPC	CENPC	centromere protein C	1060	https://www.ncbi.nlm.nih.gov/gene/?term=1060
SERPINB9	SERPINB9	serpin family B member 9	5272	https://www.ncbi.nlm.nih.gov/gene/?term=5272
PET100	PET100	PET100 homolog	100131801	https://www.ncbi.nlm.nih.gov/gene/?term=100131801
EXOSC7	EXOSC7	exosome component 7	23016	https://www.ncbi.nlm.nih.gov/gene/?term=23016
RPS11P5	RPS11P5	ribosomal protein S11 pseudogene 5	727826	https://www.ncbi.nlm.nih.gov/gene/?term=727826
DCUN1D3	DCUN1D3	defective in cullin neddylation 1 domain containing 3	123879	https://www.ncbi.nlm.nih.gov/gene/?term=123879
MED18	MED18	mediator complex subunit 18	54797	https://www.ncbi.nlm.nih.gov/gene/?term=54797
SNHG19	SNHG19	small nucleolar RNA host gene 19	100507303	https://www.ncbi.nlm.nih.gov/gene/?term=100507303
RPL17-C18orf32	RPL17-C18orf32	RPL17-C18orf32 readthrough	100526842	https://www.ncbi.nlm.nih.gov/gene/?term=100526842
ARRDC3	ARRDC3	arrestin domain containing 3	57561	https://www.ncbi.nlm.nih.gov/gene/?term=57561
PRIMA1	PRIMA1	proline rich membrane anchor 1	145270	https://www.ncbi.nlm.nih.gov/gene/?term=145270
PLEKHH1	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1	57475	https://www.ncbi.nlm.nih.gov/gene/?term=57475
MCRIP1	MCRIP1	MAPK regulated corepressor interacting protein 1	348262	https://www.ncbi.nlm.nih.gov/gene/?term=348262
RPL5	RPL5	ribosomal protein L5	6125	https://www.ncbi.nlm.nih.gov/gene/?term=6125
CAPSL	CAPSL	calcyphosine like	133690	https://www.ncbi.nlm.nih.gov/gene/?term=133690
PCYT2	PCYT2	phosphate cytidylyltransferase 2, ethanolamine	5833	https://www.ncbi.nlm.nih.gov/gene/?term=5833
SMIM29	SMIM29	small integral membrane protein 29	221491	https://www.ncbi.nlm.nih.gov/gene/?term=221491
ITCH	ITCH	itchy E3 ubiquitin protein ligase	83737	https://www.ncbi.nlm.nih.gov/gene/?term=83737
ZNF496	ZNF496	zinc finger protein 496	84838	https://www.ncbi.nlm.nih.gov/gene/?term=84838
RPS23	RPS23	ribosomal protein S23	6228	https://www.ncbi.nlm.nih.gov/gene/?term=6228
TRIT1	TRIT1	tRNA isopentenyltransferase 1	54802	https://www.ncbi.nlm.nih.gov/gene/?term=54802
WDR74	WDR74	WD repeat domain 74	54663	https://www.ncbi.nlm.nih.gov/gene/?term=54663
ZNF3	ZNF3	zinc finger protein 3	7551	https://www.ncbi.nlm.nih.gov/gene/?term=7551
NHLH2	NHLH2	nescient helix-loop-helix 2	4808	https://www.ncbi.nlm.nih.gov/gene/?term=4808
RPS20	RPS20	ribosomal protein S20	6224	https://www.ncbi.nlm.nih.gov/gene/?term=6224
SEC22C	SEC22C	SEC22 homolog C, vesicle trafficking protein	9117	https://www.ncbi.nlm.nih.gov/gene/?term=9117
ZNF593	ZNF593	zinc finger protein 593	51042	https://www.ncbi.nlm.nih.gov/gene/?term=51042
TF	TF	transferrin	7018	https://www.ncbi.nlm.nih.gov/gene/?term=7018
ADPRHL2	ADPRHL2	ADP-ribosylhydrolase like 2	54936	https://www.ncbi.nlm.nih.gov/gene/?term=54936
LAYN	LAYN	layilin	143903	https://www.ncbi.nlm.nih.gov/gene/?term=143903
DIP2C	DIP2C	disco interacting protein 2 homolog C	22982	https://www.ncbi.nlm.nih.gov/gene/?term=22982
JMJD8	JMJD8	jumonji domain containing 8	339123	https://www.ncbi.nlm.nih.gov/gene/?term=339123
DUS1L	DUS1L	dihydrouridine synthase 1 like	64118	https://www.ncbi.nlm.nih.gov/gene/?term=64118
CHRNE	CHRNE	cholinergic receptor nicotinic epsilon subunit	1145	https://www.ncbi.nlm.nih.gov/gene/?term=1145
CD160	CD160	CD160 molecule	11126	https://www.ncbi.nlm.nih.gov/gene/?term=11126
RPS15	RPS15	ribosomal protein S15	6209	https://www.ncbi.nlm.nih.gov/gene/?term=6209
FAAP20	FAAP20	FA core complex associated protein 20	199990	https://www.ncbi.nlm.nih.gov/gene/?term=199990
SLCO2B1	SLCO2B1	solute carrier organic anion transporter family member 2B1	11309	https://www.ncbi.nlm.nih.gov/gene/?term=11309
MAF1	MAF1	MAF1 homolog, negative regulator of RNA polymerase III	84232	https://www.ncbi.nlm.nih.gov/gene/?term=84232
RCBTB1	RCBTB1	RCC1 and BTB domain containing protein 1	55213	https://www.ncbi.nlm.nih.gov/gene/?term=55213
RPL27A	RPL27A	ribosomal protein L27a	6157	https://www.ncbi.nlm.nih.gov/gene/?term=6157
HCN3	HCN3	hyperpolarization activated cyclic nucleotide gated potassium channel 3	57657	https://www.ncbi.nlm.nih.gov/gene/?term=57657
RAB24	RAB24	RAB24, member RAS oncogene family	53917	https://www.ncbi.nlm.nih.gov/gene/?term=53917
GPATCH8	GPATCH8	G-patch domain containing 8	23131	https://www.ncbi.nlm.nih.gov/gene/?term=23131
RPS15A	RPS15A	ribosomal protein S15a	6210	https://www.ncbi.nlm.nih.gov/gene/?term=6210
SCAND1	SCAND1	SCAN domain containing 1	51282	https://www.ncbi.nlm.nih.gov/gene/?term=51282
PLAC9	PLAC9	placenta specific 9	219348	https://www.ncbi.nlm.nih.gov/gene/?term=219348
PRPSAP2	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2	5636	https://www.ncbi.nlm.nih.gov/gene/?term=5636
ARL8A	ARL8A	ADP ribosylation factor like GTPase 8A	127829	https://www.ncbi.nlm.nih.gov/gene/?term=127829
NIPAL3	NIPAL3	NIPA like domain containing 3	57185	https://www.ncbi.nlm.nih.gov/gene/?term=57185
CEP85	CEP85	centrosomal protein 85	64793	https://www.ncbi.nlm.nih.gov/gene/?term=64793
AMOTL2	AMOTL2	angiomotin like 2	51421	https://www.ncbi.nlm.nih.gov/gene/?term=51421
SDF4	SDF4	stromal cell derived factor 4	51150	https://www.ncbi.nlm.nih.gov/gene/?term=51150
NEUROD1	NEUROD1	neuronal differentiation 1	4760	https://www.ncbi.nlm.nih.gov/gene/?term=4760
FAM222A	FAM222A	family with sequence similarity 222 member A	84915	https://www.ncbi.nlm.nih.gov/gene/?term=84915
PURA	PURA	purine rich element binding protein A	5813	https://www.ncbi.nlm.nih.gov/gene/?term=5813
SAMD4B	SAMD4B	sterile alpha motif domain containing 4B	55095	https://www.ncbi.nlm.nih.gov/gene/?term=55095
RPS8	RPS8	ribosomal protein S8	6202	https://www.ncbi.nlm.nih.gov/gene/?term=6202
SPRY2	SPRY2	sprouty RTK signaling antagonist 2	10253	https://www.ncbi.nlm.nih.gov/gene/?term=10253
ARHGEF39	ARHGEF39	Rho guanine nucleotide exchange factor 39	84904	https://www.ncbi.nlm.nih.gov/gene/?term=84904
RPS27	RPS27	ribosomal protein S27	6232	https://www.ncbi.nlm.nih.gov/gene/?term=6232
PDGFA	PDGFA	platelet derived growth factor subunit A	5154	https://www.ncbi.nlm.nih.gov/gene/?term=5154
RNH1	RNH1	ribonuclease/angiogenin inhibitor 1	6050	https://www.ncbi.nlm.nih.gov/gene/?term=6050
CCDC124	CCDC124	coiled-coil domain containing 124	115098	https://www.ncbi.nlm.nih.gov/gene/?term=115098
SHROOM3	SHROOM3	shroom family member 3	57619	https://www.ncbi.nlm.nih.gov/gene/?term=57619
LGI3	LGI3	leucine rich repeat LGI family member 3	203190	https://www.ncbi.nlm.nih.gov/gene/?term=203190
DAPK3	DAPK3	death associated protein kinase 3	1613	https://www.ncbi.nlm.nih.gov/gene/?term=1613
TPGS1	TPGS1	tubulin polyglutamylase complex subunit 1	91978	https://www.ncbi.nlm.nih.gov/gene/?term=91978
PARP16	PARP16	poly(ADP-ribose) polymerase family member 16	54956	https://www.ncbi.nlm.nih.gov/gene/?term=54956
APLP1	APLP1	amyloid beta precursor like protein 1	333	https://www.ncbi.nlm.nih.gov/gene/?term=333
RPL36	RPL36	ribosomal protein L36	25873	https://www.ncbi.nlm.nih.gov/gene/?term=25873
ETV3	ETV3	ETS variant 3	2117	https://www.ncbi.nlm.nih.gov/gene/?term=2117
